image_path,aoi,early_image,late_image,x,y,change_score,label,class_name
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_1672E_1207N_6691_3363_13_0003_448_224.png,L15-1672E-1207N_6691_3363_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1672E-1207N_6691_3363_13/images/global_monthly_2018_01_mosaic_L15-1672E-1207N_6691_3363_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1672E-1207N_6691_3363_13/images_masked/global_monthly_2020_01_mosaic_L15-1672E-1207N_6691_3363_13.tif,448,224,16.929962158203125,0,No Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_1716E_1211N_6864_3345_13_0002_672_224.png,L15-1716E-1211N_6864_3345_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1716E-1211N_6864_3345_13/images/global_monthly_2018_01_mosaic_L15-1716E-1211N_6864_3345_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1716E-1211N_6864_3345_13/images_masked/global_monthly_2020_01_mosaic_L15-1716E-1211N_6864_3345_13.tif,672,224,31.155105590820312,1,Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_1203E_1203N_4815_3378_13_0012_0_672.png,L15-1203E-1203N_4815_3378_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1203E-1203N_4815_3378_13/images/global_monthly_2017_07_mosaic_L15-1203E-1203N_4815_3378_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1203E-1203N_4815_3378_13/images_masked/global_monthly_2019_09_mosaic_L15-1203E-1203N_4815_3378_13.tif,0,672,36.91038513183594,1,Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/SN7_buildings_train_sample_0015_224_448.png,SN7_buildings_train_sample,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train_sample/sample/L15-0506E-1204N_2027_3374_13/UDM_masks/global_monthly_2018_06_mosaic_L15-0506E-1204N_2027_3374_13_UDM.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train_sample/sample/L15-0506E-1204N_2027_3374_13/UDM_masks/global_monthly_2019_11_mosaic_L15-0506E-1204N_2027_3374_13_UDM.tif,224,448,117.70296478271484,1,Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_0577E_1243N_2309_3217_13_0005_672_448.png,L15-0577E-1243N_2309_3217_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0577E-1243N_2309_3217_13/images/global_monthly_2018_02_mosaic_L15-0577E-1243N_2309_3217_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0577E-1243N_2309_3217_13/images_masked/global_monthly_2019_11_mosaic_L15-0577E-1243N_2309_3217_13.tif,672,448,35.08338165283203,1,Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_1213E_1238N_4852_3239_13_0008_224_224.png,L15-1213E-1238N_4852_3239_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_test_public/test_public/L15-1213E-1238N_4852_3239_13/images_masked/global_monthly_2018_03_mosaic_L15-1213E-1238N_4852_3239_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_test_public/test_public/L15-1213E-1238N_4852_3239_13/images_masked/global_monthly_2019_12_mosaic_L15-1213E-1238N_4852_3239_13.tif,224,224,19.265804290771484,0,No Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_1203E_1203N_4815_3379_13_0002_0_0.png,L15-1203E-1203N_4815_3379_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_test_public/test_public/L15-1203E-1203N_4815_3379_13/images_masked/global_monthly_2017_07_mosaic_L15-1203E-1203N_4815_3379_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_test_public/test_public/L15-1203E-1203N_4815_3379_13/images_masked/global_monthly_2019_09_mosaic_L15-1203E-1203N_4815_3379_13.tif,0,0,34.58826446533203,1,Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_1666E_1189N_6665_3433_13_0007_672_672.png,L15-1666E-1189N_6665_3433_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_test_public/test_public/L15-1666E-1189N_6665_3433_13/images_masked/global_monthly_2018_01_mosaic_L15-1666E-1189N_6665_3433_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_test_public/test_public/L15-1666E-1189N_6665_3433_13/images_masked/global_monthly_2020_01_mosaic_L15-1666E-1189N_6665_3433_13.tif,672,672,15.865259170532227,0,No Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_0506E_1204N_2027_3374_13_0001_672_448.png,L15-0506E-1204N_2027_3374_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0506E-1204N_2027_3374_13/images/global_monthly_2018_01_mosaic_L15-0506E-1204N_2027_3374_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train_sample/sample/L15-0506E-1204N_2027_3374_13/images_masked/global_monthly_2019_12_mosaic_L15-0506E-1204N_2027_3374_13.tif,672,448,19.002357482910156,0,No Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_0571E_1075N_2287_3888_13_0002_224_224.png,L15-0571E-1075N_2287_3888_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0571E-1075N_2287_3888_13/images/global_monthly_2018_01_mosaic_L15-0571E-1075N_2287_3888_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0571E-1075N_2287_3888_13/images_masked/global_monthly_2020_01_mosaic_L15-0571E-1075N_2287_3888_13.tif,224,224,7.3608245849609375,0,No Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_0434E_1218N_1736_3318_13_0011_224_448.png,L15-0434E-1218N_1736_3318_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0434E-1218N_1736_3318_13/images/global_monthly_2018_01_mosaic_L15-0434E-1218N_1736_3318_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0434E-1218N_1736_3318_13/images_masked/global_monthly_2020_01_mosaic_L15-0434E-1218N_1736_3318_13.tif,224,448,19.560089111328125,0,No Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_1172E_1306N_4688_2967_13_0013_672_672.png,L15-1172E-1306N_4688_2967_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1172E-1306N_4688_2967_13/images/global_monthly_2018_01_mosaic_L15-1172E-1306N_4688_2967_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1172E-1306N_4688_2967_13/images_masked/global_monthly_2020_01_mosaic_L15-1172E-1306N_4688_2967_13.tif,672,672,14.194381713867188,0,No Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_0506E_1204N_2027_3374_13_0005_224_672.png,L15-0506E-1204N_2027_3374_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0506E-1204N_2027_3374_13/images/global_monthly_2018_01_mosaic_L15-0506E-1204N_2027_3374_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train_sample/sample/L15-0506E-1204N_2027_3374_13/images_masked/global_monthly_2019_12_mosaic_L15-0506E-1204N_2027_3374_13.tif,224,672,14.789600372314453,0,No Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/SN7_buildings_train_sample_0003_0_448.png,SN7_buildings_train_sample,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train_sample/sample/L15-0506E-1204N_2027_3374_13/UDM_masks/global_monthly_2018_06_mosaic_L15-0506E-1204N_2027_3374_13_UDM.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train_sample/sample/L15-0506E-1204N_2027_3374_13/UDM_masks/global_monthly_2019_11_mosaic_L15-0506E-1204N_2027_3374_13_UDM.tif,0,448,104.34208679199219,1,Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_1025E_1366N_4102_2726_13_0012_0_672.png,L15-1025E-1366N_4102_2726_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1025E-1366N_4102_2726_13/images/global_monthly_2018_01_mosaic_L15-1025E-1366N_4102_2726_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1025E-1366N_4102_2726_13/images_masked/global_monthly_2020_01_mosaic_L15-1025E-1366N_4102_2726_13.tif,0,672,16.153892517089844,0,No Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_1204E_1202N_4816_3380_13_0014_0_224.png,L15-1204E-1202N_4816_3380_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1204E-1202N_4816_3380_13/images/global_monthly_2017_07_mosaic_L15-1204E-1202N_4816_3380_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1204E-1202N_4816_3380_13/images_masked/global_monthly_2019_09_mosaic_L15-1204E-1202N_4816_3380_13.tif,0,224,31.10773468017578,1,Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_1669E_1160N_6679_3549_13_0000_0_0.png,L15-1669E-1160N_6679_3549_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1669E-1160N_6679_3549_13/images/global_monthly_2017_07_mosaic_L15-1669E-1160N_6679_3549_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1669E-1160N_6679_3549_13/images_masked/global_monthly_2019_09_mosaic_L15-1669E-1160N_6679_3549_13.tif,0,0,30.940757751464844,1,Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_0614E_0946N_2459_4406_13_0000_448_224.png,L15-0614E-0946N_2459_4406_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0614E-0946N_2459_4406_13/images/global_monthly_2018_03_mosaic_L15-0614E-0946N_2459_4406_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0614E-0946N_2459_4406_13/images_masked/global_monthly_2020_01_mosaic_L15-0614E-0946N_2459_4406_13.tif,448,224,32.3577995300293,1,Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_0614E_0946N_2459_4406_13_0001_672_0.png,L15-0614E-0946N_2459_4406_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0614E-0946N_2459_4406_13/images/global_monthly_2018_03_mosaic_L15-0614E-0946N_2459_4406_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0614E-0946N_2459_4406_13/images_masked/global_monthly_2020_01_mosaic_L15-0614E-0946N_2459_4406_13.tif,672,0,64.4336929321289,1,Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_0977E_1187N_3911_3441_13_0001_672_0.png,L15-0977E-1187N_3911_3441_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0977E-1187N_3911_3441_13/images/global_monthly_2018_01_mosaic_L15-0977E-1187N_3911_3441_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0977E-1187N_3911_3441_13/images_masked/global_monthly_2020_01_mosaic_L15-0977E-1187N_3911_3441_13.tif,672,0,3.6009597778320312,0,No Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_0571E_1302N_2284_2983_13_0015_672_448.png,L15-0571E-1302N_2284_2983_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_test_public/test_public/L15-0571E-1302N_2284_2983_13/images_masked/global_monthly_2018_03_mosaic_L15-0571E-1302N_2284_2983_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_test_public/test_public/L15-0571E-1302N_2284_2983_13/images_masked/global_monthly_2019_11_mosaic_L15-0571E-1302N_2284_2983_13.tif,672,448,40.11851119995117,1,Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_1210E_1025N_4840_4088_13_0006_672_0.png,L15-1210E-1025N_4840_4088_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1210E-1025N_4840_4088_13/images/global_monthly_2018_01_mosaic_L15-1210E-1025N_4840_4088_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1210E-1025N_4840_4088_13/images_masked/global_monthly_2020_01_mosaic_L15-1210E-1025N_4840_4088_13.tif,672,0,18.999710083007812,0,No Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_1438E_1227N_5753_3282_13_0007_448_0.png,L15-1438E-1227N_5753_3282_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_test_public/test_public/L15-1438E-1227N_5753_3282_13/images_masked/global_monthly_2018_01_mosaic_L15-1438E-1227N_5753_3282_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_test_public/test_public/L15-1438E-1227N_5753_3282_13/images_masked/global_monthly_2020_01_mosaic_L15-1438E-1227N_5753_3282_13.tif,448,0,16.763328552246094,0,No Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_0358E_1220N_1433_3310_13_0003_672_448.png,L15-0358E-1220N_1433_3310_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0358E-1220N_1433_3310_13/images/global_monthly_2018_02_mosaic_L15-0358E-1220N_1433_3310_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0358E-1220N_1433_3310_13/images_masked/global_monthly_2020_01_mosaic_L15-0358E-1220N_1433_3310_13.tif,672,448,37.92198181152344,1,Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_0391E_1219N_1567_3314_13_0013_224_448.png,L15-0391E-1219N_1567_3314_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_test_public/test_public/L15-0391E-1219N_1567_3314_13/images_masked/global_monthly_2018_01_mosaic_L15-0391E-1219N_1567_3314_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_test_public/test_public/L15-0391E-1219N_1567_3314_13/images_masked/global_monthly_2020_01_mosaic_L15-0391E-1219N_1567_3314_13.tif,224,448,31.837257385253906,1,Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_0924E_1108N_3699_3757_13_0006_672_448.png,L15-0924E-1108N_3699_3757_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0924E-1108N_3699_3757_13/images/global_monthly_2018_01_mosaic_L15-0924E-1108N_3699_3757_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0924E-1108N_3699_3757_13/images_masked/global_monthly_2020_01_mosaic_L15-0924E-1108N_3699_3757_13.tif,672,448,15.952895164489746,0,No Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_1670E_1159N_6681_3552_13_0015_672_224.png,L15-1670E-1159N_6681_3552_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_test_public/test_public/L15-1670E-1159N_6681_3552_13/images_masked/global_monthly_2017_07_mosaic_L15-1670E-1159N_6681_3552_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_test_public/test_public/L15-1670E-1159N_6681_3552_13/images_masked/global_monthly_2019_09_mosaic_L15-1670E-1159N_6681_3552_13.tif,672,224,33.47220230102539,1,Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_1138E_1216N_4553_3325_13_0005_0_448.png,L15-1138E-1216N_4553_3325_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1138E-1216N_4553_3325_13/images/global_monthly_2018_01_mosaic_L15-1138E-1216N_4553_3325_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1138E-1216N_4553_3325_13/images_masked/global_monthly_2020_01_mosaic_L15-1138E-1216N_4553_3325_13.tif,0,448,31.086435317993164,1,Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_0361E_1300N_1446_2989_13_0013_448_224.png,L15-0361E-1300N_1446_2989_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0361E-1300N_1446_2989_13/images/global_monthly_2018_01_mosaic_L15-0361E-1300N_1446_2989_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0361E-1300N_1446_2989_13/images_masked/global_monthly_2020_01_mosaic_L15-0361E-1300N_1446_2989_13.tif,448,224,15.308813095092773,0,No Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_0566E_1185N_2265_3451_13_0010_672_0.png,L15-0566E-1185N_2265_3451_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0566E-1185N_2265_3451_13/images/global_monthly_2018_01_mosaic_L15-0566E-1185N_2265_3451_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0566E-1185N_2265_3451_13/images_masked/global_monthly_2020_01_mosaic_L15-0566E-1185N_2265_3451_13.tif,672,0,36.74871063232422,1,Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_0586E_1127N_2345_3680_13_0012_672_0.png,L15-0586E-1127N_2345_3680_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0586E-1127N_2345_3680_13/images/global_monthly_2018_01_mosaic_L15-0586E-1127N_2345_3680_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0586E-1127N_2345_3680_13/images_masked/global_monthly_2020_01_mosaic_L15-0586E-1127N_2345_3680_13.tif,672,0,18.12200164794922,0,No Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_0577E_1243N_2309_3217_13_0013_448_224.png,L15-0577E-1243N_2309_3217_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0577E-1243N_2309_3217_13/images/global_monthly_2018_02_mosaic_L15-0577E-1243N_2309_3217_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-0577E-1243N_2309_3217_13/images_masked/global_monthly_2019_11_mosaic_L15-0577E-1243N_2309_3217_13.tif,448,224,39.762630462646484,1,Urban Expansion
/kaggle/working/spacenet7_urban_expansion_outputs/processed_difference_patches/L15_1848E_0793N_7394_5018_13_0008_0_0.png,L15-1848E-0793N_7394_5018_13,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1848E-0793N_7394_5018_13/images/global_monthly_2018_01_mosaic_L15-1848E-0793N_7394_5018_13.tif,/kaggle/input/datasets/amerii/spacenet-7-multitemporal-urban-development/SN7_buildings_train/train/L15-1848E-0793N_7394_5018_13/images_masked/global_monthly_2020_01_mosaic_L15-1848E-0793N_7394_5018_13.tif,0,0,7.713658332824707,0,No Urban Expansion
